id,anio,mes,balance,tipo,energia_mwh,fecha_proceso,lote_id_log,indice_tiempo
6469,2017,02,DEMANDA,Bombeo,30875.318,2020-05-05 11:07:24.323786,67,2017-02
6470,2017,02,DEMANDA,Exportacion,24139.177,2020-05-05 11:07:24.323786,67,2017-02
6471,2017,02,DEMANDA,Perdidas,344408.049,2020-05-05 11:07:24.323786,67,2017-02
6472,2017,03,DEMANDA,Gran Usuario,2136865.342,2020-05-05 11:07:24.323786,67,2017-03
6473,2017,03,DEMANDA,Distribuidor,8985366.213,2020-05-05 11:07:24.323786,67,2017-03
6474,2017,03,DEMANDA,Bombeo,43767.426,2020-05-05 11:07:24.323786,67,2017-03
6475,2017,03,DEMANDA,Exportacion,22579.233,2020-05-05 11:07:24.323786,67,2017-03
6476,2017,03,DEMANDA,Perdidas,368506.381,2020-05-05 11:07:24.323786,67,2017-03
6477,2017,04,DEMANDA,Gran Usuario,2052978.139,2020-05-05 11:07:24.323786,67,2017-04
6478,2017,04,DEMANDA,Distribuidor,7740780.446,2020-05-05 11:07:24.323786,67,2017-04
6479,2017,04,DEMANDA,Bombeo,15957.286,2020-05-05 11:07:24.323786,67,2017-04
6480,2017,04,DEMANDA,Exportacion,0,2020-05-05 11:07:24.323786,67,2017-04
6481,2017,04,DEMANDA,Perdidas,301134.961,2020-05-05 11:07:24.323786,67,2017-04
6482,2017,05,DEMANDA,Gran Usuario,2134253.965,2020-05-05 11:07:24.323786,67,2017-05
6483,2017,05,DEMANDA,Distribuidor,8660959.45,2020-05-05 11:07:24.323786,67,2017-05
6484,2017,05,DEMANDA,Bombeo,38393.557,2020-05-05 11:07:24.323786,67,2017-05
6485,2017,05,DEMANDA,Exportacion,19.566,2020-05-05 11:07:24.323786,67,2017-05
6486,2017,05,DEMANDA,Perdidas,336616.803,2020-05-05 11:07:24.323786,67,2017-05
6487,2017,06,DEMANDA,Gran Usuario,2028561.488,2020-05-05 11:07:24.323786,67,2017-06
6488,2017,06,DEMANDA,Distribuidor,9330769.174,2020-05-05 11:07:24.323786,67,2017-06
6489,2017,06,DEMANDA,Bombeo,70485.279,2020-05-05 11:07:24.323786,67,2017-06
6490,2017,06,DEMANDA,Exportacion,0,2020-05-05 11:07:24.323786,67,2017-06
6491,2017,06,DEMANDA,Perdidas,359245.902,2020-05-05 11:07:24.323786,67,2017-06
6492,2017,07,DEMANDA,Gran Usuario,2076100.637,2020-05-05 11:07:24.323786,67,2017-07
6493,2017,07,DEMANDA,Distribuidor,9720325.12,2020-05-05 11:07:24.323786,67,2017-07
6494,2017,07,DEMANDA,Bombeo,39150.358,2020-05-05 11:07:24.323786,67,2017-07
6495,2017,07,DEMANDA,Exportacion,141.948,2020-05-05 11:07:24.323786,67,2017-07
6496,2017,07,DEMANDA,Perdidas,347422.894,2020-05-05 11:07:24.323786,67,2017-07
6497,2017,08,DEMANDA,Gran Usuario,2130041.323,2020-05-05 11:07:24.323786,67,2017-08
6498,2017,08,DEMANDA,Distribuidor,8977209.382,2020-05-05 11:07:24.323786,67,2017-08
6499,2017,08,DEMANDA,Bombeo,10151.533,2020-05-05 11:07:24.323786,67,2017-08
6500,2017,08,DEMANDA,Exportacion,17056.593,2020-05-05 11:07:24.323786,67,2017-08
6501,2017,08,DEMANDA,Perdidas,335602.753,2020-05-05 11:07:24.323786,67,2017-08
6502,2017,09,DEMANDA,Gran Usuario,2082843.642,2020-05-05 11:07:24.323786,67,2017-09
6503,2017,09,DEMANDA,Distribuidor,8265740.906,2020-05-05 11:07:24.323786,67,2017-09
6504,2017,09,DEMANDA,Bombeo,22501.697,2020-05-05 11:07:24.323786,67,2017-09
6505,2017,09,DEMANDA,Exportacion,41.706,2020-05-05 11:07:24.323786,67,2017-09
6506,2017,09,DEMANDA,Perdidas,313707.832,2020-05-05 11:07:24.323786,67,2017-09
6507,2017,10,DEMANDA,Gran Usuario,2131381.676,2020-05-05 11:07:24.323786,67,2017-10
6508,2017,10,DEMANDA,Distribuidor,8095947.637,2020-05-05 11:07:24.323786,67,2017-10
6509,2017,10,DEMANDA,Bombeo,34027.323,2020-05-05 11:07:24.323786,67,2017-10
6510,2017,10,DEMANDA,Exportacion,5162.725,2020-05-05 11:07:24.323786,67,2017-10
6511,2017,10,DEMANDA,Perdidas,333366.144,2020-05-05 11:07:24.323786,67,2017-10
6512,2017,11,DEMANDA,Gran Usuario,2148002.421,2020-05-05 11:07:24.323786,67,2017-11
6513,2017,11,DEMANDA,Distribuidor,8207725.065,2020-05-05 11:07:24.323786,67,2017-11
6514,2017,11,DEMANDA,Bombeo,17497.267,2020-05-05 11:07:24.323786,67,2017-11
6515,2017,11,DEMANDA,Exportacion,4.319,2020-05-05 11:07:24.323786,67,2017-11
6516,2017,11,DEMANDA,Perdidas,371607.762,2020-05-05 11:07:24.323786,67,2017-11
6517,2017,12,DEMANDA,Gran Usuario,2107919.158,2020-05-05 11:07:24.323786,67,2017-12
6518,2017,12,DEMANDA,Distribuidor,9916676.303,2020-05-05 11:07:24.323786,67,2017-12
6519,2017,12,DEMANDA,Bombeo,43361.192,2020-05-05 11:07:24.323786,67,2017-12
6520,2017,12,DEMANDA,Exportacion,10.338,2020-05-05 11:07:24.323786,67,2017-12
6521,2017,12,DEMANDA,Perdidas,412939.883,2020-05-05 11:07:24.323786,67,2017-12
6522,2018,01,DEMANDA,Gran Usuario,2100746.753,2020-05-05 11:07:24.323786,67,2018-01
6523,2018,01,DEMANDA,Distribuidor,10249436.567,2020-05-05 11:07:24.323786,67,2018-01
6524,2018,01,DEMANDA,Bombeo,30236.918,2020-05-05 11:07:24.323786,67,2018-01
6525,2018,01,DEMANDA,Exportacion,93.366,2020-05-05 11:07:24.323786,67,2018-01
6526,2018,01,DEMANDA,Perdidas,368286.369,2020-05-05 11:07:24.323786,67,2018-01
6527,2018,02,DEMANDA,Gran Usuario,2031632.318,2020-05-05 11:07:24.323786,67,2018-02
6528,2018,02,DEMANDA,Distribuidor,9372570.564,2020-05-05 11:07:24.323786,67,2018-02
6529,2018,02,DEMANDA,Bombeo,24269.886,2020-05-05 11:07:24.323786,67,2018-02
6530,2018,02,DEMANDA,Exportacion,0,2020-05-05 11:07:24.323786,67,2018-02
6531,2018,02,DEMANDA,Perdidas,341518.479,2020-05-05 11:07:24.323786,67,2018-02
6532,2018,03,DEMANDA,Gran Usuario,2205495.998,2020-05-05 11:07:24.323786,67,2018-03
6533,2018,03,DEMANDA,Distribuidor,9041746.135,2020-05-05 11:07:24.323786,67,2018-03
6534,2018,03,DEMANDA,Bombeo,35539.912,2020-05-05 11:07:24.323786,67,2018-03
6535,2018,03,DEMANDA,Exportacion,2802,2020-05-05 11:07:24.323786,67,2018-03
6536,2018,03,DEMANDA,Perdidas,344220.768,2020-05-05 11:07:24.323786,67,2018-03
6537,2018,04,DEMANDA,Gran Usuario,2145076.435,2020-05-05 11:07:24.323786,67,2018-04
6538,2018,04,DEMANDA,Distribuidor,8348238.15,2020-05-05 11:07:24.323786,67,2018-04
6539,2018,04,DEMANDA,Bombeo,33646.694,2020-05-05 11:07:24.323786,67,2018-04
6540,2018,04,DEMANDA,Exportacion,10267,2020-05-05 11:07:24.323786,67,2018-04
6541,2018,04,DEMANDA,Perdidas,316137.583,2020-05-05 11:07:24.323786,67,2018-04
6542,2018,05,DEMANDA,Gran Usuario,2151042.74,2020-05-05 11:07:24.323786,67,2018-05
6543,2018,05,DEMANDA,Distribuidor,8514418.767,2020-05-05 11:07:24.323786,67,2018-05
6544,2018,05,DEMANDA,Bombeo,29131.897,2020-05-05 11:07:24.323786,67,2018-05
6545,2018,05,DEMANDA,Exportacion,0,2020-05-05 11:07:24.323786,67,2018-05
6546,2018,05,DEMANDA,Perdidas,324308.858,2020-05-05 11:07:24.323786,67,2018-05
